,Title,Address,Bedroom,Bathroom,Price,City,State,Zipcode
166,House,"2117 Blue Mockingbird Ln, Dumfries, VA 22026",4,4.5,4000,Dumfries,VA,22026
167,House,"2167 Potomac River Blvd, Dumfries, VA 22026",6,6.5,5200,Dumfries,VA,22026
168,Townhouse,"10617 Bristow Station Dr, Bristow, VA 20136",3,4.0,2875,Bristow,VA,20136
169,House,"3717 Fidelis Ct, Triangle, VA 22172",4,3.5,3250,Triangle,VA,22172
170,Townhouse,"1940 Winslow Ct, Woodbridge, VA 22191",4,3.5,2550,Woodbridge,VA,22191
171,Townhouse,"12430 Abbey Knoll Ct, Woodbridge, VA 22192",3,3.0,2600,Woodbridge,VA,22192
172,House,"1995 Silver Sycamore Ln, Dumfries, VA 22026",4,4.5,3950,Dumfries,VA,22026
173,Townhouse,"1678 Dunnington Place, Dumfries, VA 22026",4,3.5,3200,Dumfries,VA,22026
174,House,"15312 Lord Culpeper Ct, Woodbridge, VA 22191",4,3.5,3400,Woodbridge,VA,22191
175,Townhouse,"9706 Kennoway Ct, Bristow, VA 20136",3,3.5,2650,Bristow,VA,20136
176,Townhouse,"1844 Heather Glen Ct, Woodbridge, VA 22191",4,3.5,2350,Woodbridge,VA,22191
177,Townhouse,"203 Union St, Occoquan, VA 22125",3,Na,2450,Occoquan,VA,22125
178,House,"14000 Baneberry Cir, Manassas, VA 20112",7,4.5,8000,Manassas,VA,20112
179,House,"2701 Neabsco Common Place Unit 2 BR 2 BA, Woodbridge, VA 22191",2,2.0,2550,Woodbridge,VA,22191
180,Townhouse,"15506 Banjo Ct, Woodbridge, VA 22193",3,3.5,2300,Woodbridge,VA,22193
181,Townhouse,"2932 Truffle Oak Place Unit 283, Woodbridge, VA 22191",2,2.5,2500,Woodbridge,VA,22191
182,Townhouse,"2221 Potomac Club Pkwy, Woodbridge, VA 22191",3,4.0,2950,Woodbridge,VA,22191
183,House,"3848 Appaloosa Dr, Woodbridge, VA 22192",4,3.5,3599,Woodbridge,VA,22192
184,House,"4249 Glendale Rd, Woodbridge, VA 22193",3,2.0,2200,Woodbridge,VA,22193
185,Townhouse,"14763 Candlewood Ct, Woodbridge, VA 22191",3,2.5,1995,Woodbridge,VA,22191
186,House,"13410 Hillendale Dr, Woodbridge, VA 22193",4,2.0,2095,Woodbridge,VA,22193
187,Townhouse,"14696 Pinon Ct, Woodbridge, VA 22191",3,2.0,1895,Woodbridge,VA,22191
188,Townhouse,"16955 Monmouth Ct, Dumfries, VA 22026",3,3.5,2195,Dumfries,VA,22026
189,House,"17723 White Campion Way, Dumfries, VA 22026",5,4.5,4500,Dumfries,VA,22026
190,Townhouse,"11031 Blackburn Cove Ln, Manassas, VA 20109",3,3.5,3100,Manassas,VA,20109
191,Townhouse,"4068 Chetham Way, Woodbridge, VA 22192",3,2.5,2700,Woodbridge,VA,22192
192,Townhouse,"14800 Cherrydale Dr, Woodbridge, VA 22193",3,4.0,2000,Woodbridge,VA,22193
193,Townhouse,"10423 Copeland Dr, Manassas, VA 20109",3,1.5,2050,Manassas,VA,20109
194,House,"13208 Fireside Ct, Woodbridge, VA 22191",4,3.0,2800,Woodbridge,VA,22191
195,House,"4500 Ellery Ct, Woodbridge, VA 22192",5,3.5,4400,Woodbridge,VA,22192
196,House,"4462 Davis Fairfax Ln, Woodbridge, VA 22192",4,3.5,3600,Woodbridge,VA,22192
197,Townhouse,"14744 Barksdale St, Woodbridge, VA 22193",3,1.5,2400,Woodbridge,VA,22193
198,Townhouse,"12452 Everest Peak Ln, Woodbridge, VA 22192",3,3.5,2800,Woodbridge,VA,22192
199,Townhouse,"14401 Brandon Ct, Woodbridge, VA 22193",3,1.5,2400,Woodbridge,VA,22193
200,House,"19115 Wayne Dr, Triangle, VA 22172",3,1.5,2350,Triangle,VA,22172
201,Townhouse,"15454 Gossoms Store Ct, Haymarket, VA 20169",3,3.5,3450,Haymarket,VA,20169
202,House,"3404 Tipton Ln, Woodbridge, VA 22192",5,3.5,4900,Woodbridge,VA,22192
203,Townhouse,"16198 Henderson Ln, Dumfries, VA 22025",2,2.5,2050,Dumfries,VA,22025
204,Townhouse,"1500 Grosbeak Ct, Woodbridge, VA 22191",3,2.5,3000,Woodbridge,VA,22191
205,Townhouse,"7363 Riding Meadow Way, Old Town Manassas, VA 20111",3,3.0,2450,Old Town Manassas,VA,20111
206,Townhouse,"18106 Red Cedar Rd, Dumfries, VA 22026",3,5.0,3150,Dumfries,VA,22026
207,Townhouse,"1680 Thenia Place, Woodbridge, VA 22192",2,2.5,2205,Woodbridge,VA,22192
208,Townhouse,"5007 Softwood Ln, Woodbridge, VA 22192",3,2.5,2600,Woodbridge,VA,22192
209,House,"11805 Fitzgerald Way, Bristow, VA 20136",4,3.5,4200,Bristow,VA,20136
210,Townhouse,"12774 Silvia Loop, Woodbridge, VA 22192",3,2.5,2400,Woodbridge,VA,22192
211,Townhouse,"10945 Mission Ridge Dr, Manassas, VA 20109",3,4.0,2200,Manassas,VA,20109
212,Townhouse,"7115 Little Thames Dr, Gainesville, VA 20155",3,3.0,2400,Gainesville,VA,20155
213,House,"6875 Twin Beech Ct, Manassas, VA 20111",3,3.0,2650,Manassas,VA,20111
214,House,"1932 Brooke Farm Ct, Woodbridge, VA 22192",4,4.0,3800,Woodbridge,VA,22192
215,Townhouse,"7073 Kona Dr, Gainesville, VA 20155",3,3.5,3150,Gainesville,VA,20155
1,Townhouse,"1708 Anderson Rd, McLean, VA 22102",3,5.0,4990,McLean,VA,22102
2,House,"1348 Macbeth St, McLean, VA 22102",4,4.0,4900,McLean,VA,22102
3,House,"7106 Thrasher Rd, McLean, VA 22101",7,6.5,9800,McLean,VA,22101
4,House,"7008 Hamel Hill Ct, McLean, VA 22101",6,6.5,9600,McLean,VA,22101
5,Townhouse,"7224 Vistas Ln, McLean, VA 22101",3,2.5,4850,McLean,VA,22101
6,House,"1654 Great Falls St, McLean, VA 22101",5,5.0,8500,McLean,VA,22101
7,House,"1556 Hane St, McLean, VA 22101",5,3.0,3850,McLean,VA,22101
8,House,"9428 Meadow Shire Ln, Great Falls, VA 22066",5,3.0,5500,Great Falls,VA,22066
9,House,"8726 Brook Rd, McLean, VA 22102",7,6.0,8950,McLean,VA,22102
10,House,"2068 Kirby Rd, McLean, VA 22101",5,5.0,7500,McLean,VA,22101
11,Townhouse,"7340 Eldorado St, McLean, VA 22102",3,3.5,3500,McLean,VA,22102
12,Townhouse,"1406 Ingleside Ave, McLean, VA 22101",5,4.5,5500,McLean,VA,22101
13,House,"7337 Hooking Rd, McLean, VA 22101",4,3.5,6100,McLean,VA,22101
14,House,"1911 Dalmation Dr, McLean, VA 22101",6,6.5,8500,McLean,VA,22101
15,House,"6652 Chilton Ct, McLean, VA 22101",4,3.0,4600,McLean,VA,22101
16,House,"7924 Lewinsville Rd, McLean, VA 22102",6,5.0,4990,McLean,VA,22102
17,House,"1633 Wrightson Dr, McLean, VA 22101",5,4.0,5000,McLean,VA,22101
18,House,"938 Peacock Station Rd, McLean, VA 22102",8,9.5,38500,McLean,VA,22102
19,Townhouse,"1551 Dunterry Place, McLean, VA 22101",3,4.0,3500,McLean,VA,22101
20,House,"1006 Kimberwicke Rd, McLean, VA 22102",5,4.5,6500,McLean,VA,22102
21,House,"7209 Matthew Mills Rd, McLean, VA 22101",4,2.0,4500,McLean,VA,22101
22,House,"862 Centrillion Dr, McLean, VA 22102",5,7.0,12000,McLean,VA,22102
23,Townhouse,"6923 Mclean Park Manor Ct, McLean, VA 22101",4,2.5,4250,McLean,VA,22101
24,House,"6805 Tennyson Dr, McLean, VA 22101",4,3.0,3650,McLean,VA,22101
25,House,"6795 Stockwell Manor Dr, Falls Church, VA 22043",5,4.5,6000,Falls Church,VA,22043
26,House,"1311 Summerwood Ct, McLean, VA 22102",5,6.0,12500,McLean,VA,22102
27,Townhouse,"7737 Legere Ct Unit 36, McLean, VA 22102",3,5.0,4995,McLean,VA,22102
28,House,"1632 Morrill Ct, McLean, VA 22101",5,3.0,4750,McLean,VA,22101
29,House,"1365 Northwyck Ct, McLean, VA 22102",5,4.5,6500,McLean,VA,22102
30,House,"6125 Old Dominion Dr, McLean, VA 22101",5,6.0,9800,McLean,VA,22101
31,Townhouse,"6605 Mclean Ct, McLean, VA 22101",4,3.5,4000,McLean,VA,22101
32,House,"5924 Chesterbrook Rd, McLean, VA 22101",5,4.5,8000,McLean,VA,22101
33,Townhouse,"6609 Anthony Crest Square, McLean, VA 22101",3,3.5,4500,McLean,VA,22101
34,House,"1312 Darnall Dr, McLean, VA 22101",5,4.0,5000,McLean,VA,22101
35,Townhouse,"6860 Williamsburg Pond Ct, Falls Church, VA 22043",3,3.5,4300,Falls Church,VA,22043
36,House,"6812 Rosemont Dr, McLean, VA 22101",3,2.5,3900,McLean,VA,22101
37,House,"1601 Colonial Ln, McLean, VA 22102",3,3.5,4300,McLean,VA,22102
38,House,"6184 Hardy Dr, McLean, VA 22101",5,3.0,5000,McLean,VA,22101
39,House,"1669 East Ave, McLean, VA 22101",4,3.0,4000,McLean,VA,22101
40,House,"7400 Spencer Ct, McLean, VA 22102",6,5.5,7000,McLean,VA,22102
41,House,"1401 Langley Place, McLean, VA 22101",6,6.0,12000,McLean,VA,22101
42,House,"1904 Great Falls St, McLean, VA 22101",5,3.5,4600,McLean,VA,22101
43,House,"963 Saigon Rd, McLean, VA 22102",3,3.0,5300,McLean,VA,22102
44,House,"1111 Towlston Rd, McLean, VA 22102",7,9.0,26500,McLean,VA,22102
45,House,"1240 Daleview Dr, McLean, VA 22102",4,3.5,5400,McLean,VA,22102
46,House,"1221 Merchant Ln, McLean, VA 22101",6,5.0,6500,McLean,VA,22101
47,Townhouse,"6643 Madison Mclean Dr, McLean, VA 22101",3,3.5,4500,McLean,VA,22101
48,House,"6251 Linway Terrace, McLean, VA 22101",6,7.0,7995,McLean,VA,22101
49,House,"1807 Youngblood St, McLean, VA 22101",4,3.0,4280,McLean,VA,22101
50,House,"1012 Union Church Rd, McLean, VA 22102",6,9.0,15000,McLean,VA,22102
51,House,"1289 Ballantrae Farm Dr, McLean, VA 22101",9,8.5,19800,McLean,VA,22101
52,House,"1828 Youngblood St, McLean, VA 22101",4,3.5,3650,McLean,VA,22101
53,House,"1271 Kensington Rd, McLean, VA 22101",6,5.0,12000,McLean,VA,22101
54,Townhouse,"150 Rees Place, Falls Church, VA 22046",3,3.5,5200,Falls Church,VA,22046
55,House,"4012 N Upland St, Arlington, VA 22207",5,4.5,14500,Arlington,VA,22207
56,House,"7206 Hickory St, Falls Church, VA 22043",5,4.0,4999,Falls Church,VA,22043
57,House,"1306 Tracy Place, Falls Church, VA 22046",4,3.5,5600,Falls Church,VA,22046
58,House,"116 W Cameron Rd, Falls Church, VA 22046",3,2.0,3200,Falls Church,VA,22046
59,House,"5805 26th St N Unit 1, Arlington, VA 22207",3,2.0,3499,Arlington,VA,22207
60,House,"7624 Lisle Ave, Falls Church, VA 22043",3,2.0,3300,Falls Church,VA,22043
61,House,"258 N Washington St, Falls Church, VA 22046",4,2.5,5500,Falls Church,VA,22046
62,House,"3420 N Glebe Rd, Arlington, VA 22207",4,3.0,4800,Arlington,VA,22207
63,Townhouse,"8510 Harvest Oak Dr, Vienna, VA 22182",3,3.5,4200,Vienna,VA,22182
64,Townhouse,"8504 Jeffersonian Ct, Vienna, VA 22182",4,3.5,3900,Vienna,VA,22182
65,House,"10000 Cloverdale Place, Vienna, VA 22182",5,4.5,7995,Vienna,VA,22182
66,House,"7332 Pinecastle Rd, Falls Church, VA 22043",3,2.5,3595,Falls Church,VA,22043
67,Townhouse,"119 Gresham Place, Falls Church, VA 22046",3,3.5,5300,Falls Church,VA,22046
68,Townhouse,"10802 Whiterim Dr, Potomac, MD 20854",3,4.5,3870,Potomac,MD,20854
69,House,"7425 Paxton Rd, Falls Church, VA 22043",3,2.0,2700,Falls Church,VA,22043
70,House,"1710 Palm Springs Dr, Vienna, VA 22182",5,4.0,4000,Vienna,VA,22182
71,House,"7306 Woodley Place, Falls Church, VA 22046",5,2.0,3900,Falls Church,VA,22046
72,Townhouse,"7866 Archbold Terrace, Cabin John, MD 20818",3,2.5,3350,Cabin John,MD,20818
73,House,"1105 Westbriar Ct NE, Vienna, VA 22180",3,2.5,3900,Vienna,VA,22180
74,House,"1721 Pebble Beach Dr, Vienna, VA 22182",5,3.5,4500,Vienna,VA,22182
75,House,"8206 Stone Trail Dr, Bethesda, MD 20817",4,3.0,5295,Bethesda,MD,20817
76,House,"206 E Jefferson St, Falls Church, VA 22046",4,3.5,8900,Falls Church,VA,22046
77,Townhouse,"8528 Raglan Rd, Vienna, VA 22182",3,3.5,3300,Vienna,VA,22182
78,House,"7004 Nevis Rd, Bethesda, MD 20817",4,7.0,6500,Bethesda,MD,20817
79,House,"415 S West St, Falls Church, VA 22046",3,2.0,3000,Falls Church,VA,22046
80,Townhouse,"8844 Mansion View Ct, Vienna, VA 22182",3,3.5,3695,Vienna,VA,22182
81,House,"1751 Tysons Crest Ln, Vienna, VA 22182",6,5.5,7500,Vienna,VA,22182
82,House,"6825 Williamsburg Blvd, Arlington, VA 22213",6,4.5,6700,Arlington,VA,22213
83,Townhouse,"10847 Whiterim Dr, Potomac, MD 20854",3,3.5,3795,Potomac,MD,20854
84,House,"7028 Heatherhill Rd, Bethesda, MD 20817",6,7.0,5500,Bethesda,MD,20817
85,Townhouse,"4120 41st St N Unit 1, Arlington, VA 22207",2,2.0,5700,Arlington,VA,22207
86,House,"8811 Higdon Dr, Vienna, VA 22182",4,2.5,3195,Vienna,VA,22182
87,Townhouse,"2528 N Winchester St, Arlington, VA 22213",2,1.5,2825,Arlington,VA,22213
88,House,"2219 N Nottingham St, Arlington, VA 22205",4,2.0,4100,Arlington,VA,22205
89,Townhouse,"10901 Whiterim Dr, Potomac, MD 20854",2,3.5,3500,Potomac,MD,20854
90,House,"8204 Osage Ln, Bethesda, MD 20817",4,4.5,5500,Bethesda,MD,20817
91,House,"1511 Gingerwood Ct, Vienna, VA 22182",4,4.0,3999,Vienna,VA,22182
92,House,"5216 Augusta St, Bethesda, MD 20816",4,3.5,4950,Bethesda,MD,20816
93,House,"1159 Mill Garden Ct, Great Falls, VA 22066",6,6.5,8000,Great Falls,VA,22066
94,House,"1534 Red Rock Ct, Vienna, VA 22182",4,3.5,4500,Vienna,VA,22182
95,Townhouse,"2850 Great Oak Ct, Falls Church, VA 22042",3,4.0,3500,Falls Church,VA,22042
96,House,"2809 N Lexington St, Arlington, VA 22207",5,6.0,6500,Arlington,VA,22207
